first_name,last_name,gender,Age_category,past_3_years_bike_related_purchases_categories,cluster,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,postcode,state,property_valuation
Heall,Andrioli,Male,Above 64,41-50,Cat_2,Environmental Tech,IT,Affluent Customer,N,Yes,7,4133,QLD,5
Rickert,Brasted,Male,55-64,41-50,Cat_1,Staff Scientist,Health,Mass Customer,N,No,10,2145,NSW,9
Hedwig,Jayme,Female,Above 64,31-40,Cat_1,Accountant IV,Property,Affluent Customer,N,No,11,2099,NSW,10
Penrod,Tomasicchio,Male,45-54,Below 10,Cat_1,Social Worker,Health,High Net Worth,N,No,19,2318,NSW,9
Pancho,Edis,Male,45-54,Below 10,Cat_2,Assistant Professor,Manufacturing,Mass Customer,N,No,13,3023,VIC,7
Andriana,Gosnoll,Female,55-64,51-60,Cat_1,Chief Design Engineer,Manufacturing,Mass Customer,N,No,8,2291,NSW,10
Nilson,Wiggam,Male,25-34,41-50,Cat_2,Paralegal,Financial Services,Mass Customer,N,No,9,3049,VIC,6
Denny,Spleving,Female,45-54,81-90,Cat_1,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,5,2114,NSW,8
Olia,O' Mullan,Female,45-54,71-80,Cat_1,Account Executive,Health,Mass Customer,N,No,8,2263,NSW,7
Conway,Juarez,Male,55-64,21-30,Cat_2,Help Desk Technician,Manufacturing,Affluent Customer,N,No,17,4814,QLD,5
Shaw,MacEvilly,Male,18-24,Below 10,Cat_1,Software Test Engineer III,Health,Affluent Customer,N,No,16,2768,NSW,9
Brook,Eade,Female,Above 64,61-70,Cat_1,Sales Representative,Retail,Mass Customer,N,Yes,8,2330,NSW,5
Aleece,Feige,Female,45-54,41-50,Cat_1,Chemical Engineer,Manufacturing,Mass Customer,N,No,18,2141,NSW,10
Dolorita,Strutton,Female,25-34,Below 10,Cat_2,General Manager,Manufacturing,Affluent Customer,N,No,17,3178,VIC,8
Harman,A'field,Male,55-64,31-40,Cat_2,Geologist III,Manufacturing,Affluent Customer,N,Yes,6,4227,QLD,5
Hildegarde,Bamb,Female,55-64,11-20,Cat_2,Help Desk Operator,Property,High Net Worth,N,Yes,10,3910,VIC,9
Ilise,Clissold,Female,35-44,51-60,Cat_1,Developer IV,Entertainment,High Net Worth,N,No,9,2153,NSW,10
Julita,Prene,Female,35-44,11-20,Cat_2,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13,4128,QLD,2
Ashlen,Willbond,Female,35-44,61-70,Cat_2,Software Consultant,Health,High Net Worth,N,No,16,3934,VIC,8
Keely,Bointon,Female,25-34,71-80,Cat_2,Nurse,Telecommunications,High Net Worth,N,No,3,4154,QLD,9
Poul,Gaskin,Male,Above 64,71-80,Cat_1,Help Desk Operator,Telecommunications,High Net Worth,N,No,17,2643,NSW,2
Sheilakathryn,Huff,Female,55-64,41-50,Cat_1,Assistant Manager,Retail,High Net Worth,N,Yes,14,2477,NSW,6
Rubia,Evetts,Female,25-34,51-60,Cat_1,Pharmacist,Health,Mass Customer,N,No,16,2071,NSW,9
Francklin,Cross,Male,35-44,51-60,Cat_1,Teacher,Property,Mass Customer,N,Yes,3,2231,NSW,10
Wilone,Champley,Female,35-44,21-30,Cat_1,Chemical Engineer,Manufacturing,High Net Worth,N,No,17,2077,NSW,10
Lezlie,Clemits,Female,45-54,Below 10,Cat_1,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,15,2155,NSW,10
Kathe,Oller,Female,55-64,41-50,Cat_2,General Manager,Manufacturing,Mass Customer,N,Yes,5,3029,VIC,4
Dulce,Bradwell,Female,Above 64,61-70,Cat_2,Research Associate,Manufacturing,Mass Customer,N,No,20,4159,QLD,9
Felice,Dechelette,Male,25-34,71-80,Cat_2,Librarian,Entertainment,High Net Worth,N,No,3,4051,QLD,4
Joane,Caldes,Female,45-54,81-90,Cat_1,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,13,2250,NSW,7
Diane,Furman,Female,25-34,61-70,Cat_2,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,13,3013,VIC,9
Ogdan,Blenkinship,Male,Above 64,61-70,Cat_2,Occupational Therapist,Health,Mass Customer,N,Yes,21,3429,VIC,5
Kizzee,Agget,Female,45-54,Above 90,Cat_1,Statistician II,Manufacturing,Affluent Customer,N,No,8,2213,NSW,10
Stephi,Highton,Female,35-44,21-30,Cat_1,Software Engineer I,Telecommunications,Mass Customer,N,Yes,12,2154,NSW,10
Martino,Scoles,Male,45-54,11-20,Cat_2,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14,3620,VIC,4
Morgen,Newport,Female,55-64,Below 10,Cat_2,Project Manager,Manufacturing,Mass Customer,N,No,6,3340,VIC,4
Eugenie,Brinson,Female,55-64,71-80,Cat_2,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,17,3073,VIC,6
Reinold,Natt,Male,55-64,11-20,Cat_2,Help Desk Technician,Financial Services,High Net Worth,N,Yes,8,3207,VIC,8
Jo,Roberts,Female,Above 64,41-50,Cat_1,Paralegal,Financial Services,High Net Worth,N,Yes,11,2440,NSW,3
Jacklin,Duchant,Female,Above 64,71-80,Cat_2,Legal Assistant,Argiculture,Mass Customer,N,No,17,4132,QLD,4
Colas,Gabbitas,Male,Above 64,Above 90,Cat_1,Staff Scientist,Retail,High Net Worth,N,No,20,2166,NSW,9
Claudetta,Ricciardiello,Female,45-54,61-70,Cat_2,Internal Auditor,Financial Services,Mass Customer,N,Yes,21,3181,VIC,8
Angele,Cadore,Female,Above 64,Below 10,Cat_2,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,7,4125,QLD,7
Cicily,Hast,Female,45-54,61-70,Cat_1,Food Chemist,Health,Affluent Customer,N,Yes,8,2478,NSW,3
Harland,Messenger,Male,45-54,81-90,Cat_2,Software Test Engineer I,Retail,Mass Customer,N,No,8,3934,VIC,10
Sim,Constantinou,Male,25-34,Above 90,Cat_1,Analog Circuit Design manager,Property,Mass Customer,N,No,5,2010,NSW,9
Shanon,Rolfe,Female,Above 64,61-70,Cat_1,Sales Representative,Retail,High Net Worth,N,No,8,2530,NSW,7
Chryste,Oddboy,Female,25-34,41-50,Cat_1,Software Engineer III,Manufacturing,High Net Worth,N,Yes,4,2320,NSW,9
Edin,Patinkin,Female,25-34,31-40,Cat_2,Account Executive,Health,Mass Customer,N,No,17,3015,VIC,4
Nolly,Ivanchikov,Male,25-34,11-20,Cat_1,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,11,2049,NSW,11
Michele,Pammenter,Male,35-44,21-30,Cat_1,Teacher,Health,High Net Worth,N,No,2,3198,VIC,8
Liane,Abelevitz,Female,45-54,21-30,Cat_2,Operator,Manufacturing,Mass Customer,N,No,3,3153,VIC,7
Philbert,Bangs,Male,55-64,61-70,Cat_2,Environmental Specialist,IT,Mass Customer,N,Yes,6,4500,QLD,7
Candy,,Female,45-54,21-30,Cat_2,Cost Accountant,Financial Services,Mass Customer,N,No,6,3500,VIC,3
Noami,Cokly,Female,55-64,71-80,Cat_1,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,15,2038,NSW,11
Lyndell,Jereatt,Female,25-34,11-20,Cat_1,Payment Adjustment Coordinator,Manufacturing,High Net Worth,N,No,13,2122,NSW,12
Maximilien,Bourget,Male,45-54,11-20,Cat_2,Geologist I,Financial Services,Mass Customer,N,Yes,6,3337,VIC,7
Benedikta,Naptin,Female,25-34,51-60,Cat_1,Operator,Retail,Mass Customer,N,Yes,15,2121,NSW,11
Rhodie,Gaskall,Female,55-64,81-90,Cat_2,VP Quality Control,Financial Services,Mass Customer,N,Yes,9,4170,QLD,9
Afton,Andrassy,Female,18-24,71-80,Cat_2,Web Designer II,Retail,Mass Customer,N,No,7,3075,VIC,8
Blondell,Dibdall,Female,55-64,61-70,Cat_2,Programmer III,Retail,Mass Customer,N,No,4,3048,VIC,4
Sonia,Dunstall,Female,45-54,Below 10,Cat_1,Accountant III,Financial Services,Mass Customer,N,No,10,2570,NSW,9
Benedikt,Adamou,Male,35-44,11-20,Cat_2,Recruiting Manager,Health,Mass Customer,N,No,11,3564,VIC,3
Don,Spratling,Male,45-54,81-90,Cat_1,Associate Professor,Property,Affluent Customer,N,Yes,7,2760,NSW,10
Moll,Ogilby,Female,35-44,21-30,Cat_2,Research Assistant III,Manufacturing,Mass Customer,N,Yes,13,4123,QLD,6
Jammie,Seldner,Female,45-54,41-50,Cat_1,Human Resources Manager,Health,Mass Customer,N,Yes,15,2066,NSW,10
Inglis,Pickaver,Male,25-34,31-40,Cat_1,Product Engineer,Telecommunications,Affluent Customer,N,No,1,2770,NSW,8
Clarabelle,Broschek,Female,55-64,Below 10,Cat_2,Geological Engineer,Manufacturing,Mass Customer,N,No,18,4035,QLD,6
Tillie,Bisseker,Female,55-64,71-80,Cat_1,Civil Engineer,Manufacturing,High Net Worth,N,No,14,2104,NSW,12
Irving,Babcock,Male,35-44,51-60,Cat_1,Dental Hygienist,Health,High Net Worth,N,Yes,15,2705,NSW,1
Evered,Gludor,Male,Above 64,Below 10,Cat_1,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,15,2168,NSW,8
Mavra,Finan,Female,55-64,21-30,Cat_1,Nurse,Property,Affluent Customer,N,Yes,4,2034,NSW,9
Ellwood,Budden,Male,18-24,81-90,Cat_1,Social Worker,Health,Mass Customer,N,Yes,11,2192,NSW,10
Alex,Patshull,Female,55-64,31-40,Cat_2,Senior Quality Engineer,Retail,Mass Customer,N,Yes,13,4165,QLD,5
Aundrea,Outridge,Female,18-24,71-80,Cat_2,Structural Engineer,Financial Services,Affluent Customer,N,Yes,10,3186,VIC,12
Amby,Bodega,Male,45-54,61-70,Cat_2,Recruiter,Retail,Affluent Customer,N,Yes,17,3810,VIC,6
Esme,Pilipets,Male,55-64,11-20,Cat_2,Environmental Tech,Health,Mass Customer,N,Yes,5,3228,VIC,9
Beverly,Domnick,Female,Above 64,51-60,Cat_1,Structural Analysis Engineer,IT,Mass Customer,N,No,9,2232,NSW,10
Artemis,Swanson,Male,45-54,71-80,Cat_2,Web Designer II,Argiculture,Mass Customer,N,Yes,13,3810,VIC,5
Daryle,Marginson,Male,35-44,Above 90,Cat_1,Environmental Tech,Argiculture,Mass Customer,N,Yes,9,2121,NSW,12
Tyne,Anshell,Female,25-34,71-80,Cat_1,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,3,2560,NSW,8
Leona,Shorrock,Female,Above 64,81-90,Cat_2,Senior Quality Engineer,Financial Services,Affluent Customer,N,Yes,22,4720,QLD,1
Bertrando,Carass,Male,Above 64,41-50,Cat_1,Sales Associate,Property,Mass Customer,N,No,8,2565,NSW,5
Augusta,Munns,Female,Above 64,Below 10,Cat_1,Quality Control Specialist,Manufacturing,Mass Customer,N,No,21,2074,NSW,11
Lauralee,Fudge,Female,35-44,81-90,Cat_2,Research Nurse,Health,Mass Customer,N,No,15,3277,VIC,4
Consalve,Ballay,Male,55-64,41-50,Cat_1,Web Developer I,IT,Mass Customer,N,Yes,7,2250,NSW,8
Lolly,Prewer,Female,25-34,41-50,Cat_1,Geologist I,Health,Mass Customer,N,No,15,2620,NSW,7
Vyky,Pegg,Female,Above 64,61-70,Cat_1,Quality Control Specialist,Manufacturing,Mass Customer,N,Yes,11,2322,NSW,7
Kellen,Pawelski,Female,Above 64,81-90,Cat_1,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,11,2193,NSW,8
Jermaine,Bagshawe,Female,Above 64,51-60,Cat_2,Help Desk Operator,Property,Mass Customer,N,Yes,9,4209,QLD,6
Bryan,Jachtym,Male,45-54,51-60,Cat_2,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,15,3356,VIC,3
Renie,Laundon,Female,45-54,31-40,Cat_2,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,8,4118,QLD,3
Weidar,Etheridge,Male,55-64,31-40,Cat_1,Compensation Analyst,Financial Services,Mass Customer,N,Yes,6,2422,NSW,4
Datha,Fishburn,Female,25-34,11-20,Cat_2,Office Assistant IV,Retail,Mass Customer,N,No,3,3079,VIC,12
Ferdinand,Romanetti,Male,55-64,51-60,Cat_1,Paralegal,Financial Services,Affluent Customer,N,No,9,2200,NSW,7
Burk,Wortley,Male,18-24,21-30,Cat_1,Senior Sales Associate,Health,Mass Customer,N,No,6,2196,NSW,10
Melloney,Temby,Female,Above 64,11-20,Cat_2,Budget/Accounting Analyst IV,Financial Services,Affluent Customer,N,Yes,15,4702,QLD,2
Dickie,Cubbini,Male,Above 64,21-30,Cat_2,Financial Advisor,Financial Services,Mass Customer,N,Yes,19,4215,QLD,2
Sylas,Duffill,Male,Above 64,51-60,Cat_1,Staff Accountant IV,Property,Mass Customer,N,Yes,14,2010,NSW,9
Normy,Goodinge,Female,Unspecified,Below 10,Cat_3,Associate Professor,IT,Mass Customer,N,No,4,3810,VIC,5
Hatti,Carletti,Female,Unspecified,31-40,Cat_3,Legal Assistant,IT,Affluent Customer,N,Yes,11,2519,NSW,9
Rozamond,Turtle,Female,Unspecified,61-70,Cat_3,Legal Assistant,IT,Mass Customer,N,Yes,3,3850,VIC,3
Tamas,Swatman,Female,Unspecified,61-70,Cat_3,Assistant Media Planner,Entertainment,Affluent Customer,N,No,5,4551,QLD,8
Tracy,Andrejevic,Female,Unspecified,71-80,Cat_3,Programmer II,IT,Mass Customer,N,Yes,11,3030,VIC,7
Agneta,McAmish,Female,Unspecified,61-70,Cat_3,Structural Analysis Engineer,IT,Mass Customer,N,No,15,4207,QLD,6
Gregg,Aimeric,Female,Unspecified,51-60,Cat_3,Internal Auditor,IT,Mass Customer,N,No,7,3753,VIC,5
Johna,Bunker,Female,Unspecified,Above 90,Cat_3,Tax Accountant,IT,Mass Customer,N,Yes,14,3065,VIC,6
Harlene,Nono,Female,Unspecified,61-70,Cat_3,Human Resources Manager,IT,Mass Customer,N,No,12,2170,NSW,7
Gerianne,Kaysor,Female,Unspecified,11-20,Cat_3,Project Manager,IT,Affluent Customer,N,No,5,2121,NSW,11
Chicky,Sinclar,Female,Unspecified,41-50,Cat_3,Operator,IT,High Net Worth,N,Yes,0,3222,VIC,4
Adriana,Saundercock,Female,Unspecified,11-20,Cat_3,Nurse,IT,High Net Worth,N,Yes,14,3806,VIC,7
Dmitri,Viant,Female,Unspecified,61-70,Cat_3,Paralegal,Financial Services,Affluent Customer,N,No,5,3842,VIC,1
Porty,Hansed,Female,Unspecified,81-90,Cat_3,General Manager,IT,Mass Customer,N,No,13,2112,NSW,11
Shara,Bramhill,Female,Unspecified,21-30,Cat_3,,IT,Affluent Customer,N,No,2,2230,NSW,10
Roth,Crum,Female,Unspecified,Below 10,Cat_3,Legal Assistant,IT,Mass Customer,N,No,2,2450,NSW,6
Pauline,Dallosso,Female,Unspecified,81-90,Cat_3,Desktop Support Technician,IT,Affluent Customer,N,Yes,0,2050,NSW,10
Brooke,Arling,Male,55-64,71-80,Cat_3,Unspecified,Unspecified,High Net Worth,N,No,6,3027,VIC,5
Nobe,McAughtry,Male,35-44,21-30,Cat_3,Unspecified,Unspecified,Mass Customer,N,No,12,4510,QLD,5
Sharline,Abyss,Female,55-64,11-20,Cat_3,Unspecified,Unspecified,Mass Customer,N,Yes,15,4011,QLD,4
Alfonso,Massel,Male,Above 64,61-70,Cat_3,Unspecified,Unspecified,Mass Customer,N,Yes,13,3977,VIC,7
Jeanne,Darte,Female,Above 64,61-70,Cat_3,Unspecified,Unspecified,Mass Customer,N,Yes,11,2756,NSW,7
Gretna,Thredder,Female,55-64,61-70,Cat_3,Unspecified,Unspecified,Mass Customer,N,No,18,2203,NSW,11
Alleen,Eaken,Female,Above 64,51-60,Cat_3,Unspecified,Unspecified,Mass Customer,N,No,10,2089,NSW,12
Marcelia,Copins,Female,Above 64,81-90,Cat_3,Unspecified,Unspecified,Mass Customer,N,Yes,21,2259,NSW,8
Dory,Malpass,Female,45-54,11-20,Cat_3,Unspecified,Unspecified,Affluent Customer,N,Yes,13,4103,QLD,8
Free,Rowland,Male,Above 64,41-50,Cat_3,Unspecified,Unspecified,Mass Customer,N,Yes,12,3796,VIC,8
Kirsteni,Gritskov,Female,18-24,61-70,Cat_3,Unspecified,Unspecified,Mass Customer,N,No,4,2560,NSW,7
Kellyann,Adshad,Female,Above 64,61-70,Cat_3,Unspecified,Unspecified,Mass Customer,N,Yes,22,2161,NSW,9
Marissa,O'Scandall,Female,45-54,11-20,Cat_3,Unspecified,Unspecified,Affluent Customer,N,Yes,7,3199,VIC,7
Osbourn,Gherardini,Male,35-44,41-50,Cat_3,Unspecified,Unspecified,High Net Worth,N,Yes,16,2782,NSW,7
Israel,Brough,Male,45-54,21-30,Cat_3,Unspecified,Unspecified,Mass Customer,N,Yes,8,2281,NSW,7
Cecil,Gant,Male,45-54,51-60,Cat_3,Unspecified,Unspecified,High Net Worth,N,Yes,9,2145,NSW,8
Rockie,MacKibbon,Male,35-44,41-50,Cat_3,Unspecified,Unspecified,Mass Customer,N,Yes,13,2298,NSW,8
Andrea,Pendle,Female,Above 64,81-90,Cat_3,Unspecified,Unspecified,High Net Worth,N,Yes,13,4500,QLD,6
Muffin,Bhar,Male,55-64,41-50,Cat_3,Unspecified,Unspecified,Affluent Customer,N,No,19,2448,NSW,4
Dru,Crellim,Female,55-64,51-60,Cat_3,Unspecified,Unspecified,Mass Customer,N,No,12,3030,VIC,7
Launce,Gale,Male,Above 64,81-90,Cat_3,Unspecified,Unspecified,Mass Customer,N,No,21,2777,NSW,9
Frieda,Tavinor,Female,18-24,41-50,Cat_3,Unspecified,Unspecified,Affluent Customer,N,No,10,3064,VIC,6
